date,open,high,low,close,volume,dividends,split_ratio
2016-01-04 00:00:00+00:00,8.998476944865372,9.016437530517578,8.998476944865372,9.016437530517578,4000,0.0,0
2016-01-05 00:00:00+00:00,8.998477867631685,9.007457733154297,8.998477867631685,9.007457733154297,9000,0.0,0
2016-01-06 00:00:00+00:00,9.007453984065354,9.025415420532227,8.980512685813473,9.025415420532227,4100,0.0,0
2016-01-07 00:00:00+00:00,9.025417270288743,9.025417270288743,8.980514526367188,8.980514526367188,600,0.0,0
2016-01-08 00:00:00+00:00,9.016437530517578,9.016437530517578,8.980515502764469,9.016437530517578,2800,0.0,0
2016-01-11 00:00:00+00:00,9.016437530517578,9.016437530517578,8.980515502764469,9.016437530517578,10100,0.0,0
2016-01-12 00:00:00+00:00,9.007453984065354,9.034396138765663,8.980512685813473,9.025415420532227,17800,0.0,0
2016-01-13 00:00:00+00:00,9.016438455125694,9.025419177097092,9.007457733154297,9.007457733154297,4600,0.0,0
2016-01-14 00:00:00+00:00,9.025420173831638,9.025420173831638,8.989498138427734,8.989498138427734,3900,0.0,0
2016-01-15 00:00:00+00:00,8.9984769821167,8.9984769821167,8.9984769821167,8.9984769821167,100,0.0,0
2016-01-18 00:00:00+00:00,9.043378829956055,9.043378829956055,9.007456802231799,9.043378829956055,6600,0.0,0
2016-01-19 00:00:00+00:00,9.034400896794832,9.052361486272344,8.989498138427734,8.989498138427734,10000,0.0,0
2016-01-20 00:00:00+00:00,9.034398972618481,9.034398972618481,8.980515502764469,9.016437530517578,7600,0.0,0
2016-01-21 00:00:00+00:00,9.016437530517578,9.016437530517578,8.998476944865372,9.016437530517578,3000,0.0,0
2016-01-22 00:00:00+00:00,8.98051642368889,9.007457733154297,8.953575114223483,9.007457733154297,4200,0.0,0
2016-01-25 00:00:00+00:00,9.007457733154297,9.007457733154297,9.007457733154297,9.007457733154297,0,0.0,0
2016-01-26 00:00:00+00:00,9.016436554580164,9.016436554580164,8.953573226928711,8.953573226928711,2200,0.0,0
2016-01-27 00:00:00+00:00,8.953574668361117,9.097551613908065,8.953574668361117,9.007566452026367,15600,0.02,0
2016-01-28 00:00:00+00:00,9.007566452026367,9.007566452026367,9.007566452026367,9.007566452026367,400,0.0,0
2016-01-29 00:00:00+00:00,9.016561954507024,9.0255598667116,8.962570190429688,8.962570190429688,600,0.0,0
2016-02-01 00:00:00+00:00,9.007566452026367,9.007566452026367,9.007566452026367,9.007566452026367,175000,0.0,0
2016-02-02 00:00:00+00:00,9.025563806494711,9.025563806494711,8.980570793151855,8.980570793151855,4300,0.0,0
2016-02-03 00:00:00+00:00,9.03455924987793,9.03455924987793,9.03455924987793,9.03455924987793,900,0.0,0
2016-02-04 00:00:00+00:00,9.03456392333385,9.133547880860872,9.01656723022461,9.01656723022461,41600,0.0,0
2016-02-05 00:00:00+00:00,9.034559349643253,9.043558120727539,9.034559349643253,9.043558120727539,2400,0.0,0
2016-02-08 00:00:00+00:00,9.03455924987793,9.03455924987793,9.03455924987793,9.03455924987793,1300,0.0,0
2016-02-09 00:00:00+00:00,9.025564481347939,9.052560806274414,9.025564481347939,9.052560806274414,6600,0.0,0
2016-02-10 00:00:00+00:00,9.034561914773848,9.043560688413104,8.99856767838711,9.007566452026367,1300,0.0,0
2016-02-11 00:00:00+00:00,9.043559831951024,9.05255860473806,9.025562286376953,9.025562286376953,1300,0.0,0
2016-02-12 00:00:00+00:00,9.025560478893013,9.03455924987793,9.016562566078132,9.03455924987793,193100,0.0,0
2016-02-16 00:00:00+00:00,9.007565598973088,9.034561059163988,8.971571365995151,9.025562286376953,10100,0.0,0
2016-02-17 00:00:00+00:00,9.007567116059779,9.007567116059779,8.980570793151855,8.980570793151855,1500,0.0,0
2016-02-18 00:00:00+00:00,9.01656723022461,9.01656723022461,9.01656723022461,9.01656723022461,1100,0.0,0
2016-02-19 00:00:00+00:00,9.025562286376953,9.025562286376953,9.025562286376953,9.025562286376953,400,0.0,0
2016-02-22 00:00:00+00:00,9.034560993820596,9.124547004699707,9.016564306546895,9.124547004699707,3400,0.0,0
2016-02-23 00:00:00+00:00,9.01656589036242,9.01656589036242,8.980570793151855,8.980570793151855,304800,0.0,0
2016-02-24 00:00:00+00:00,9.0165618533251,9.025559765428703,8.953571319580078,8.953571319580078,5700,0.0,0
2016-02-25 00:00:00+00:00,8.998655031131866,8.998655031131866,8.9625883102417,8.9625883102417,800,0.02,0
2016-02-26 00:00:00+00:00,9.007671356201172,9.016688250827617,9.007671356201172,9.007671356201172,6600,0.0,0
2016-02-29 00:00:00+00:00,9.007671356201172,9.007671356201172,9.007671356201172,9.007671356201172,600,0.0,0
2016-03-01 00:00:00+00:00,8.98963813589823,8.98963813589823,8.971604347229004,8.971604347229004,1600,0.0,0
2016-03-02 00:00:00+00:00,8.971604347229004,8.971604347229004,8.971604347229004,8.971604347229004,300,0.0,0
2016-03-03 00:00:00+00:00,9.016690065325255,9.016690065325255,8.989640235900879,8.989640235900879,6200,0.0,0
2016-03-04 00:00:00+00:00,9.016687959003697,9.016687959003697,8.971604347229004,8.971604347229004,26200,0.0,0
2016-03-07 00:00:00+00:00,9.007673168884272,9.007673168884272,8.989640235900879,8.989640235900879,57800,0.0,0
2016-03-08 00:00:00+00:00,8.989640235900879,8.989640235900879,8.989640235900879,8.989640235900879,0,0.0,0
2016-03-09 00:00:00+00:00,9.016688250827617,9.016688250827617,8.998654461574729,9.007671356201172,6100,0.0,0
2016-03-10 00:00:00+00:00,8.989642325847036,9.016692161560059,8.989642325847036,9.016692161560059,1200,0.0,0
2016-03-11 00:00:00+00:00,8.989640235900879,8.989640235900879,8.989640235900879,8.989640235900879,1000,0.0,0
2016-03-14 00:00:00+00:00,8.989640235900879,8.989640235900879,8.989640235900879,8.989640235900879,1600,0.0,0
2016-03-15 00:00:00+00:00,8.989643005481167,8.989643005481167,8.980626106262207,8.980626106262207,1200,0.0,0
2016-03-16 00:00:00+00:00,8.980621241563616,8.980621241563616,8.971604347229004,8.971604347229004,1900,0.0,0
2016-03-17 00:00:00+00:00,8.9986572265625,8.9986572265625,8.989641189064129,8.9986572265625,18700,0.0,0
2016-03-18 00:00:00+00:00,9.016692161560059,9.016692161560059,9.016692161560059,9.016692161560059,34400,0.0,0
2016-03-21 00:00:00+00:00,9.007675263022794,9.016692161560059,8.998658364485529,9.016692161560059,7900,0.0,0
2016-03-22 00:00:00+00:00,9.007671356201172,9.007671356201172,9.007671356201172,9.007671356201172,800,0.0,0
2016-03-23 00:00:00+00:00,9.034727096557617,9.034727096557617,9.01669329721173,9.034727096557617,14800,0.0,0
2016-03-24 00:00:00+00:00,9.016690441967679,9.043740272521973,9.016690441967679,9.043740272521973,2200,0.0,0
2016-03-28 00:00:00+00:00,9.01669329721173,9.034727096557617,9.01669329721173,9.034727096557617,4800,0.0,0
2016-03-29 00:00:00+00:00,9.00761804010388,9.01665210723877,9.00761804010388,9.01665210723877,4100,0.02,0
2016-03-30 00:00:00+00:00,9.016651062853624,9.025685990560243,9.007616996765137,9.007616996765137,2700,0.0,0
2016-03-31 00:00:00+00:00,9.025693115393189,9.034728050231934,9.025693115393189,9.034728050231934,7300,0.0,0
2016-04-01 00:00:00+00:00,9.025693115393189,9.034728050231934,9.025693115393189,9.034728050231934,21500,0.0,0
2016-04-04 00:00:00+00:00,9.025693115393189,9.034728050231934,9.016658180554442,9.034728050231934,26500,0.0,0
2016-04-05 00:00:00+00:00,9.02568703599189,9.03472196474501,9.01665210723877,9.01665210723877,3600,0.0,0
2016-04-06 00:00:00+00:00,9.025686264038086,9.034721192018461,9.025686264038086,9.025686264038086,7000,0.0,0
2016-04-07 00:00:00+00:00,9.034728050231934,9.034728050231934,9.034728050231934,9.034728050231934,400,0.0,0
2016-04-08 00:00:00+00:00,9.02568703599189,9.02568703599189,9.00761804010388,9.01665210723877,13900,0.0,0
2016-04-11 00:00:00+00:00,9.025687356444113,9.025687356444113,8.980513572692871,8.980513572692871,14600,0.0,0
2016-04-12 00:00:00+00:00,9.01665210723877,9.01665210723877,9.01665210723877,9.01665210723877,2300,0.0,0
2016-04-13 00:00:00+00:00,9.02568703599189,9.02568703599189,9.01665210723877,9.01665210723877,1600,0.0,0
2016-04-14 00:00:00+00:00,9.01665133605771,9.025686264038086,9.01665133605771,9.025686264038086,10200,0.0,0
2016-04-15 00:00:00+00:00,9.01665210723877,9.02568703599189,9.00761804010388,9.01665210723877,2800,0.0,0
2016-04-18 00:00:00+00:00,9.01665210723877,9.02568703599189,9.01665210723877,9.01665210723877,1800,0.0,0
2016-04-19 00:00:00+00:00,9.01665133605771,9.025686264038086,9.01665133605771,9.025686264038086,36900,0.0,0
2016-04-20 00:00:00+00:00,9.02568703599189,9.03472196474501,9.01665210723877,9.01665210723877,17300,0.0,0
2016-04-21 00:00:00+00:00,9.016651062853624,9.016651062853624,9.007616996765137,9.007616996765137,34700,0.0,0
2016-04-22 00:00:00+00:00,9.007617586087642,9.007617586087642,8.989547729492188,8.989547729492188,3400,0.0,0
2016-04-25 00:00:00+00:00,8.9895471413519,9.007616996765137,8.9895471413519,9.007616996765137,11100,0.0,0
2016-04-26 00:00:00+00:00,8.989550769635551,8.99858570098877,8.989550769635551,8.99858570098877,16300,0.0,0
2016-04-27 00:00:00+00:00,8.988627433776855,8.988627433776855,8.988627433776855,8.988627433776855,5700,0.019,0
2016-04-28 00:00:00+00:00,8.988627655803299,9.024835586547852,8.988627655803299,9.024835586547852,15600,0.0,0
2016-04-29 00:00:00+00:00,9.00673206422931,9.01578426361084,9.00673206422931,9.01578426361084,8600,0.0,0
2016-05-02 00:00:00+00:00,9.00673206422931,9.01578426361084,9.00673206422931,9.01578426361084,6700,0.0,0
2016-05-03 00:00:00+00:00,9.024835586547852,9.024835586547852,9.015783388045422,9.024835586547852,13400,0.0,0
2016-05-04 00:00:00+00:00,9.024834621541121,9.033885955810547,9.024834621541121,9.033885955810547,7600,0.0,0
2016-05-05 00:00:00+00:00,9.033886921785118,9.033886921785118,9.024835586547852,9.024835586547852,5500,0.0,0
2016-05-06 00:00:00+00:00,9.024834621541121,9.061042548414036,9.024834621541121,9.033885955810547,9700,0.0,0
2016-05-09 00:00:00+00:00,9.051992493316181,9.061044692993164,9.051992493316181,9.061044692993164,16900,0.0,0
2016-05-10 00:00:00+00:00,9.051991318789977,9.061043517292406,9.024835586547852,9.024835586547852,26500,0.0,0
2016-05-11 00:00:00+00:00,9.061044692993164,9.070096892670147,9.061044692993164,9.061044692993164,13600,0.0,0
2016-05-12 00:00:00+00:00,9.051992493316181,9.061044692993164,9.051992493316181,9.061044692993164,20000,0.0,0
2016-05-13 00:00:00+00:00,9.061044692993164,9.061044692993164,9.061044692993164,9.061044692993164,2200,0.0,0
2016-05-16 00:00:00+00:00,9.051992339293463,9.06104453881642,9.042940139770508,9.042940139770508,9300,0.0,0
2016-05-17 00:00:00+00:00,9.051994323730469,9.051994323730469,9.04294212222303,9.051994323730469,11100,0.0,0
2016-05-18 00:00:00+00:00,9.042940139770508,9.042940139770508,9.042940139770508,9.042940139770508,6700,0.0,0
2016-05-19 00:00:00+00:00,9.042940139770508,9.06104453881642,9.033887940247551,9.042940139770508,30000,0.0,0
2016-05-20 00:00:00+00:00,9.033889920715591,9.051994323730469,9.033889920715591,9.051994323730469,14200,0.0,0
2016-05-24 00:00:00+00:00,9.042940139770508,9.042940139770508,9.033887940247551,9.042940139770508,6300,0.0,0
2016-05-25 00:00:00+00:00,9.042939120287548,9.051991318789977,9.024835586547852,9.024835586547852,3600,0.0,0
2016-05-26 00:00:00+00:00,9.042940139770508,9.051992339293463,9.024836603989856,9.042940139770508,23800,0.0,0
2016-05-27 00:00:00+00:00,9.032961948959139,9.042031395407385,8.996685028076172,8.996685028076172,24300,0.019,0
2016-05-30 00:00:00+00:00,9.03296471289522,9.03296471289522,9.023895263671875,9.023895263671875,11100,0.0,0
2016-05-31 00:00:00+00:00,9.032963653161827,9.051101684570312,9.023894205002495,9.051101684570312,24500,0.0,0
2016-06-01 00:00:00+00:00,9.060173020068806,9.087381370214619,9.060173020068806,9.078311920166016,39700,0.0,0
2016-06-02 00:00:00+00:00,9.060173020068806,9.078311920166016,9.060173020068806,9.078311920166016,5500,0.0,0
2016-06-03 00:00:00+00:00,9.078311920166016,9.078311920166016,9.078311920166016,9.078311920166016,0,0.0,0
2016-06-06 00:00:00+00:00,9.078311927472896,9.078311927472896,9.069242477416992,9.069242477416992,20800,0.0,0
2016-06-07 00:00:00+00:00,9.078314771041292,9.087384223937988,9.069245318144596,9.087384223937988,3500,0.0,0
2016-06-08 00:00:00+00:00,9.069245318144596,9.087384223937988,9.069245318144596,9.087384223937988,1600,0.0,0
2016-06-09 00:00:00+00:00,9.078311927472896,9.078311927472896,9.069242477416992,9.069242477416992,11200,0.0,0
